WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
26;05;05;2;Ruda Maleniecka;gmina wiejska;2022-01-01
26;05;06;2;Słupia Konecka;gmina wiejska;2022-01-01
26;05;07;2;Smyków;gmina wiejska;2022-01-01
26;05;08;4;Stąporków;miasto;2022-01-01
26;05;08;5;Stąporków;obszar wiejski;2022-01-01
26;06;;;opatowski;powiat;2022-01-01
26;06;01;2;Baćkowice;gmina wiejska;2022-01-01
26;06;02;4;Iwaniska;miasto;2022-01-01
26;06;02;5;Iwaniska;obszar wiejski;2022-01-01
26;06;03;2;Lipnik;gmina wiejska;2022-01-01
26;06;04;4;Opatów;miasto;2022-01-01
26;06;04;5;Opatów;obszar wiejski;2022-01-01
26;06;05;4;Ożarów;miasto;2022-01-01
26;06;05;5;Ożarów;obszar wiejski;2022-01-01
26;06;06;2;Sadowie;gmina wiejska;2022-01-01
26;06;07;2;Tarłów;gmina wiejska;2022-01-01
26;06;08;2;Wojciechowice;gmina wiejska;2022-01-01
26;07;;;ostrowiecki;powiat;2022-01-01
26;07;01;1;Ostrowiec Świętokrzyski;gmina miejska;2022-01-01
26;07;02;2;Bałtów;gmina wiejska;2022-01-01
26;07;03;2;Bodzechów;gmina wiejska;2022-01-01
26;07;04;4;Ćmielów;miasto;2022-01-01
26;07;04;5;Ćmielów;obszar wiejski;2022-01-01
26;07;05;4;Kunów;miasto;2022-01-01
26;07;05;5;Kunów;obszar wiejski;2022-01-01
26;07;06;2;Waśniów;gmina wiejska;2022-01-01
26;08;;;pińczowski;powiat;2022-01-01
26;08;01;4;Działoszyce;miasto;2022-01-01
26;08;01;5;Działoszyce;obszar wiejski;2022-01-01
26;08;02;2;Kije;gmina wiejska;2022-01-01
26;08;03;2;Michałów;gmina wiejska;2022-01-01
26;08;04;4;Pińczów;miasto;2022-01-01
26;08;04;5;Pińczów;obszar wiejski;2022-01-01
26;08;05;2;Złota;gmina wiejska;2022-01-01
26;09;;;sandomierski;powiat;2022-01-01
26;09;01;1;Sandomierz;gmina miejska;2022-01-01
26;09;02;2;Dwikozy;gmina wiejska;2022-01-01
26;09;03;4;Klimontów;miasto;2022-01-01
26;09;03;5;Klimontów;obszar wiejski;2022-01-01
26;09;04;4;Koprzywnica;miasto;2022-01-01
26;09;04;5;Koprzywnica;obszar wiejski;2022-01-01
26;09;05;2;Łoniów;gmina wiejska;2022-01-01
26;09;06;2;Obrazów;gmina wiejska;2022-01-01
26;09;07;2;Samborzec;gmina wiejska;2022-01-01
26;09;08;2;Wilczyce;gmina wiejska;2022-01-01
26;09;09;4;Zawichost;miasto;2022-01-01
26;09;09;5;Zawichost;obszar wiejski;2022-01-01
26;10;;;skarżyski;powiat;2022-01-01
26;10;01;1;Skarżysko-Kamienna;gmina miejska;2022-01-01
26;10;02;2;Bliżyn;gmina wiejska;2022-01-01
26;10;03;2;Łączna;gmina wiejska;2022-01-01
26;10;04;2;Skarżysko Kościelne;gmina wiejska;2022-01-01
26;10;05;4;Suchedniów;miasto;2022-01-01
26;10;05;5;Suchedniów;obszar wiejski;2022-01-01
26;11;;;starachowicki;powiat;2022-01-01
26;11;01;1;Starachowice;gmina miejska;2022-01-01
26;11;02;2;Brody;gmina wiejska;2022-01-01
26;11;03;2;Mirzec;gmina wiejska;2022-01-01
26;11;04;2;Pawłów;gmina wiejska;2022-01-01
26;11;05;4;Wąchock;miasto;2022-01-01
26;11;05;5;Wąchock;obszar wiejski;2022-01-01
26;12;;;staszowski;powiat;2022-01-01
26;12;01;2;Bogoria;gmina wiejska;2022-01-01
26;12;02;2;Łubnice;gmina wiejska;2022-01-01
26;12;03;4;Oleśnica;miasto;2022-01-01
26;12;03;5;Oleśnica;obszar wiejski;2022-01-01
26;12;04;4;Osiek;miasto;2022-01-01
26;12;04;5;Osiek;obszar wiejski;2022-01-01
26;12;05;4;Połaniec;miasto;2022-01-01
26;12;05;5;Połaniec;obszar wiejski;2022-01-01
26;12;06;2;Rytwiany;gmina wiejska;2022-01-01
26;12;07;4;Staszów;miasto;2022-01-01
26;12;07;5;Staszów;obszar wiejski;2022-01-01
26;12;08;4;Szydłów;miasto;2022-01-01
26;12;08;5;Szydłów;obszar wiejski;2022-01-01
26;13;;;włoszczowski;powiat;2022-01-01
26;13;01;2;Kluczewsko;gmina wiejska;2022-01-01
26;13;02;2;Krasocin;gmina wiejska;2022-01-01
26;13;03;2;Moskorzew;gmina wiejska;2022-01-01
26;13;04;2;Radków;gmina wiejska;2022-01-01
26;13;05;2;Secemin;gmina wiejska;2022-01-01
26;13;06;4;Włoszczowa;miasto;2022-01-01
26;13;06;5;Włoszczowa;obszar wiejski;2022-01-01
26;61;;;Kielce;miasto na prawach powiatu;2022-01-01
26;61;01;1;Kielce;gmina miejska;2022-01-01
28;;;;WARMIŃSKO-MAZURSKIE;województwo;2022-01-01
28;01;;;bartoszycki;powiat;2022-01-01
28;01;01;1;Bartoszyce;gmina miejska;2022-01-01
28;01;02;1;Górowo Iławeckie;gmina miejska;2022-01-01
28;01;03;2;Bartoszyce;gmina wiejska;2022-01-01
28;01;04;4;Bisztynek;miasto;2022-01-01
28;01;04;5;Bisztynek;obszar wiejski;2022-01-01
28;01;05;2;Górowo Iławeckie;gmina wiejska;2022-01-01
28;01;06;4;Sępopol;miasto;2022-01-01
28;01;06;5;Sępopol;obszar wiejski;2022-01-01
28;02;;;braniewski;powiat;2022-01-01
28;02;01;1;Braniewo;gmina miejska;2022-01-01
28;02;02;2;Braniewo;gmina wiejska;2022-01-01
28;02;03;4;Frombork;miasto;2022-01-01
28;02;03;5;Frombork;obszar wiejski;2022-01-01
28;02;04;2;Lelkowo;gmina wiejska;2022-01-01
28;02;05;4;Pieniężno;miasto;2022-01-01
28;02;05;5;Pieniężno;obszar wiejski;2022-01-01
28;02;06;2;Płoskinia;gmina wiejska;2022-01-01
28;02;07;2;Wilczęta;gmina wiejska;2022-01-01
28;03;;;działdowski;powiat;2022-01-01
28;03;01;1;Działdowo;gmina miejska;2022-01-01
28;03;02;2;Działdowo;gmina wiejska;2022-01-01
28;03;03;2;Iłowo-Osada;gmina wiejska;2022-01-01
28;03;04;4;Lidzbark;miasto;2022-01-01
28;03;04;5;Lidzbark;obszar wiejski;2022-01-01
28;03;05;2;Płośnica;gmina wiejska;2022-01-01
28;03;06;2;Rybno;gmina wiejska;2022-01-01
28;04;;;elbląski;powiat;2022-01-01
28;04;01;2;Elbląg;gmina wiejska;2022-01-01
28;04;02;2;Godkowo;gmina wiejska;2022-01-01
28;04;03;2;Gronowo Elbląskie;gmina wiejska;2022-01-01
28;04;04;2;Markusy;gmina wiejska;2022-01-01
28;04;05;2;Milejewo;gmina wiejska;2022-01-01
28;04;06;4;Młynary;miasto;2022-01-01
28;04;06;5;Młynary;obszar wiejski;2022-01-01
28;04;07;4;Pasłęk;miasto;2022-01-01
28;04;07;5;Pasłęk;obszar wiejski;2022-01-01
28;04;08;2;Rychliki;gmina wiejska;2022-01-01
28;04;09;4;Tolkmicko;miasto;2022-01-01
28;04;09;5;Tolkmicko;obszar wiejski;2022-01-01
28;05;;;ełcki;powiat;2022-01-01
28;05;01;1;Ełk;gmina miejska;2022-01-01
28;05;02;2;Ełk;gmina wiejska;2022-01-01
28;05;03;2;Kalinowo;gmina wiejska;2022-01-01
28;05;04;2;Prostki;gmina wiejska;2022-01-01
28;05;05;2;Stare Juchy;gmina wiejska;2022-01-01
28;06;;;giżycki;powiat;2022-01-01
28;06;01;1;Giżycko;gmina miejska;2022-01-01
28;06;04;2;Giżycko;gmina wiejska;2022-01-01
28;06;05;2;Kruklanki;gmina wiejska;2022-01-01
28;06;06;2;Miłki;gmina wiejska;2022-01-01
28;06;08;4;Ryn;miasto;2022-01-01
28;06;08;5;Ryn;obszar wiejski;2022-01-01
28;06;10;2;Wydminy;gmina wiejska;2022-01-01
28;07;;;iławski;powiat;2022-01-01
28;07;01;1;Iława;gmina miejska;2022-01-01
28;07;02;1;Lubawa;gmina miejska;2022-01-01
28;07;03;2;Iława;gmina wiejska;2022-01-01
28;07;04;4;Kisielice;miasto;2022-01-01
28;07;04;5;Kisielice;obszar wiejski;2022-01-01
28;07;05;2;Lubawa;gmina wiejska;2022-01-01
28;07;06;4;Susz;miasto;2022-01-01
28;07;06;5;Susz;obszar wiejski;2022-01-01
28;07;07;4;Zalewo;miasto;2022-01-01
28;07;07;5;Zalewo;obszar wiejski;2022-01-01
28;08;;;kętrzyński;powiat;2022-01-01
28;08;01;1;Kętrzyn;gmina miejska;2022-01-01
28;08;02;2;Barciany;gmina wiejska;2022-01-01
28;08;03;2;Kętrzyn;gmina wiejska;2022-01-01
28;08;04;4;Korsze;miasto;2022-01-01
28;08;04;5;Korsze;obszar wiejski;2022-01-01
28;08;05;4;Reszel;miasto;2022-01-01
28;08;05;5;Reszel;obszar wiejski;2022-01-01
28;08;06;2;Srokowo;gmina wiejska;2022-01-01
28;09;;;lidzbarski;powiat;2022-01-01
28;09;01;1;Lidzbark Warmiński;gmina miejska;2022-01-01
28;09;02;2;Kiwity;gmina wiejska;2022-01-01
28;09;03;2;Lidzbark Warmiński;gmina wiejska;2022-01-01
28;09;04;2;Lubomino;gmina wiejska;2022-01-01
28;09;05;4;Orneta;miasto;2022-01-01
28;09;05;5;Orneta;obszar wiejski;2022-01-01
28;10;;;mrągowski;powiat;2022-01-01
28;10;01;1;Mrągowo;gmina miejska;2022-01-01
28;10;02;4;Mikołajki;miasto;2022-01-01
28;10;02;5;Mikołajki;obszar wiejski;2022-01-01
28;10;03;2;Mrągowo;gmina wiejska;2022-01-01
28;10;04;2;Piecki;gmina wiejska;2022-01-01
28;10;05;2;Sorkwity;gmina wiejska;2022-01-01
28;11;;;nidzicki;powiat;2022-01-01
28;11;01;2;Janowiec Kościelny;gmina wiejska;2022-01-01
28;11;02;2;Janowo;gmina wiejska;2022-01-01
28;11;03;2;Kozłowo;gmina wiejska;2022-01-01
28;11;04;4;Nidzica;miasto;2022-01-01
28;11;04;5;Nidzica;obszar wiejski;2022-01-01
28;12;;;nowomiejski;powiat;2022-01-01
28;12;01;1;Nowe Miasto Lubawskie;gmina miejska;2022-01-01
28;12;02;2;Biskupiec;gmina wiejska;2022-01-01
28;12;03;2;Grodziczno;gmina wiejska;2022-01-01
28;12;04;2;Kurzętnik;gmina wiejska;2022-01-01
28;12;05;2;Nowe Miasto Lubawskie;gmina wiejska;2022-01-01
28;13;;;olecki;powiat;2022-01-01
28;13;03;2;Kowale Oleckie;gmina wiejska;2022-01-01
28;13;04;4;Olecko;miasto;2022-01-01
28;13;04;5;Olecko;obszar wiejski;2022-01-01
28;13;05;2;Świętajno;gmina wiejska;2022-01-01
28;13;06;2;Wieliczki;gmina wiejska;2022-01-01
28;14;;;olsztyński;powiat;2022-01-01
28;14;01;4;Barczewo;miasto;2022-01-01
28;14;01;5;Barczewo;obszar wiejski;2022-01-01
28;14;02;4;Biskupiec;miasto;2022-01-01
28;14;02;5;Biskupiec;obszar wiejski;2022-01-01
28;14;03;4;Dobre Miasto;miasto;2022-01-01
28;14;03;5;Dobre Miasto;obszar wiejski;2022-01-01
28;14;04;2;Dywity;gmina wiejska;2022-01-01
28;14;05;2;Gietrzwałd;gmina wiejska;2022-01-01
28;14;06;4;Jeziorany;miasto;2022-01-01
28;14;06;5;Jeziorany;obszar wiejski;2022-01-01
28;14;07;2;Jonkowo;gmina wiejska;2022-01-01
28;14;08;2;Kolno;gmina wiejska;2022-01-01
28;14;09;4;Olsztynek;miasto;2022-01-01
28;14;09;5;Olsztynek;obszar wiejski;2022-01-01
28;14;10;2;Purda;gmina wiejska;2022-01-01
28;14;11;2;Stawiguda;gmina wiejska;2022-01-01
28;14;12;2;Świątki;gmina wiejska;2022-01-01
28;15;;;ostródzki;powiat;2022-01-01
28;15;01;1;Ostróda;gmina miejska;2022-01-01
28;15;02;2;Dąbrówno;gmina wiejska;2022-01-01
28;15;03;2;Grunwald;gmina wiejska;2022-01-01
28;15;04;2;Łukta;gmina wiejska;2022-01-01
28;15;05;2;Małdyty;gmina wiejska;2022-01-01
28;15;06;4;Miłakowo;miasto;2022-01-01
28;15;06;5;Miłakowo;obszar wiejski;2022-01-01
28;15;07;4;Miłomłyn;miasto;2022-01-01
28;15;07;5;Miłomłyn;obszar wiejski;2022-01-01
28;15;08;4;Morąg;miasto;2022-01-01
28;15;08;5;Morąg;obszar wiejski;2022-01-01
28;15;09;2;Ostróda;gmina wiejska;2022-01-01
28;16;;;piski;powiat;2022-01-01
28;16;01;4;Biała Piska;miasto;2022-01-01
28;16;01;5;Biała Piska;obszar wiejski;2022-01-01
28;16;02;4;Orzysz;miasto;2022-01-01
28;16;02;5;Orzysz;obszar wiejski;2022-01-01
28;16;03;4;Pisz;miasto;2022-01-01
28;16;03;5;Pisz;obszar wiejski;2022-01-01
28;16;04;4;Ruciane-Nida;miasto;2022-01-01
28;16;04;5;Ruciane-Nida;obszar wiejski;2022-01-01
28;17;;;szczycieński;powiat;2022-01-01
28;17;01;1;Szczytno;gmina miejska;2022-01-01
28;17;02;2;Dźwierzuty;gmina wiejska;2022-01-01
28;17;03;2;Jedwabno;gmina wiejska;2022-01-01
28;17;04;4;Pasym;miasto;2022-01-01
28;17;04;5;Pasym;obszar wiejski;2022-01-01
28;17;05;2;Rozogi;gmina wiejska;2022-01-01
28;17;06;2;Szczytno;gmina wiejska;2022-01-01
28;17;07;2;Świętajno;gmina wiejska;2022-01-01
28;17;08;4;Wielbark;miasto;2022-01-01
28;17;08;5;Wielbark;obszar wiejski;2022-01-01
28;18;;;gołdapski;powiat;2022-01-01
28;18;01;2;Banie Mazurskie;gmina wiejska;2022-01-01
28;18;02;2;Dubeninki;gmina wiejska;2022-01-01
28;18;03;4;Gołdap;miasto;2022-01-01
28;18;03;5;Gołdap;obszar wiejski;2022-01-01
28;19;;;węgorzewski;powiat;2022-01-01
28;19;01;2;Budry;gmina wiejska;2022-01-01
28;19;02;2;Pozezdrze;gmina wiejska;2022-01-01
28;19;03;4;Węgorzewo;miasto;2022-01-01
28;19;03;5;Węgorzewo;obszar wiejski;2022-01-01
28;61;;;Elbląg;miasto na prawach powiatu;2022-01-01
28;61;01;1;Elbląg;gmina miejska;2022-01-01
28;62;;;Olsztyn;miasto na prawach powiatu;2022-01-01
28;62;01;1;Olsztyn;gmina miejska;2022-01-01
30;;;;WIELKOPOLSKIE;województwo;2022-01-01
30;01;;;chodzieski;powiat;2022-01-01
30;01;01;1;Chodzież;gmina miejska;2022-01-01
30;01;02;4;Budzyń;miasto;2022-01-01
30;01;02;5;Budzyń;obszar wiejski;2022-01-01
30;01;03;2;Chodzież;gmina wiejska;2022-01-01
30;01;04;4;Margonin;miasto;2022-01-01
30;01;04;5;Margonin;obszar wiejski;2022-01-01
30;01;05;4;Szamocin;miasto;2022-01-01
30;01;05;5;Szamocin;obszar wiejski;2022-01-01
30;02;;;czarnkowsko-trzcianecki;powiat;2022-01-01
30;02;01;1;Czarnków;gmina miejska;2022-01-01
30;02;02;2;Czarnków;gmina wiejska;2022-01-01
30;02;03;2;Drawsko;gmina wiejska;2022-01-01
30;02;04;4;Krzyż Wielkopolski;miasto;2022-01-01
30;02;04;5;Krzyż Wielkopolski;obszar wiejski;2022-01-01
30;02;05;2;Lubasz;gmina wiejska;2022-01-01
30;02;06;2;Połajewo;gmina wiejska;2022-01-01
30;02;07;4;Trzcianka;miasto;2022-01-01
30;02;07;5;Trzcianka;obszar wiejski;2022-01-01
30;02;08;4;Wieleń;miasto;2022-01-01
30;02;08;5;Wieleń;obszar wiejski;2022-01-01
30;03;;;gnieźnieński;powiat;2022-01-01
30;03;01;1;Gniezno;gmina miejska;2022-01-01
30;03;02;4;Czerniejewo;miasto;2022-01-01
30;03;02;5;Czerniejewo;obszar wiejski;2022-01-01
30;03;03;2;Gniezno;gmina wiejska;2022-01-01
30;03;04;2;Kiszkowo;gmina wiejska;2022-01-01
30;03;05;4;Kłecko;miasto;2022-01-01
30;03;05;5;Kłecko;obszar wiejski;2022-01-01
30;03;06;2;Łubowo;gmina wiejska;2022-01-01
30;03;07;2;Mieleszyn;gmina wiejska;2022-01-01
30;03;08;2;Niechanowo;gmina wiejska;2022-01-01
30;03;09;4;Trzemeszno;miasto;2022-01-01
30;03;09;5;Trzemeszno;obszar wiejski;2022-01-01
30;03;10;4;Witkowo;miasto;2022-01-01
30;03;10;5;Witkowo;obszar wiejski;2022-01-01
30;04;;;gostyński;powiat;2022-01-01
30;04;01;4;Borek Wielkopolski;miasto;2022-01-01
30;04;01;5;Borek Wielkopolski;obszar wiejski;2022-01-01
30;04;02;4;Gostyń;miasto;2022-01-01
30;04;02;5;Gostyń;obszar wiejski;2022-01-01
30;04;03;4;Krobia;miasto;2022-01-01
30;04;03;5;Krobia;obszar wiejski;2022-01-01
30;04;04;2;Pępowo;gmina wiejska;2022-01-01
30;04;05;2;Piaski;gmina wiejska;2022-01-01
30;04;06;4;Pogorzela;miasto;2022-01-01
30;04;06;5;Pogorzela;obszar wiejski;2022-01-01
30;04;07;4;Poniec;miasto;2022-01-01
30;04;07;5;Poniec;obszar wiejski;2022-01-01
30;05;;;grodziski;powiat;2022-01-01
30;05;01;2;Granowo;gmina wiejska;2022-01-01
30;05;02;4;Grodzisk Wielkopolski;miasto;2022-01-01
30;05;02;5;Grodzisk Wielkopolski;obszar wiejski;2022-01-01
30;05;03;2;Kamieniec;gmina wiejska;2022-01-01
30;05;04;4;Rakoniewice;miasto;2022-01-01
30;05;04;5;Rakoniewice;obszar wiejski;2022-01-01
30;05;05;4;Wielichowo;miasto;2022-01-01
30;05;05;5;Wielichowo;obszar wiejski;2022-01-01
30;06;;;jarociński;powiat;2022-01-01
30;06;01;4;Jaraczewo;miasto;2022-01-01
30;06;01;5;Jaraczewo;obszar wiejski;2022-01-01
30;06;02;4;Jarocin;miasto;2022-01-01
30;06;02;5;Jarocin;obszar wiejski;2022-01-01
30;06;03;2;Kotlin;gmina wiejska;2022-01-01
30;06;04;4;Żerków;miasto;2022-01-01
30;06;04;5;Żerków;obszar wiejski;2022-01-01
30;07;;;kaliski;powiat;2022-01-01
30;07;01;2;Blizanów;gmina wiejska;2022-01-01
30;07;02;2;Brzeziny;gmina wiejska;2022-01-01
30;07;03;2;Ceków-Kolonia;gmina wiejska;2022-01-01
30;07;04;2;Godziesze Wielkie;gmina wiejska;2022-01-01
30;07;05;4;Koźminek;miasto;2022-01-01
30;07;05;5;Koźminek;obszar wiejski;2022-01-01
30;07;06;2;Lisków;gmina wiejska;2022-01-01
30;07;07;2;Mycielin;gmina wiejska;2022-01-01
30;07;08;4;Opatówek;miasto;2022-01-01
30;07;08;5;Opatówek;obszar wiejski;2022-01-01
30;07;09;4;Stawiszyn;miasto;2022-01-01
30;07;09;5;Stawiszyn;obszar wiejski;2022-01-01
30;07;10;2;Szczytniki;gmina wiejska;2022-01-01
30;07;11;2;Żelazków;gmina wiejska;2022-01-01
30;08;;;kępiński;powiat;2022-01-01
30;08;01;2;Baranów;gmina wiejska;2022-01-01
30;08;02;2;Bralin;gmina wiejska;2022-01-01
30;08;03;4;Kępno;miasto;2022-01-01
30;08;03;5;Kępno;obszar wiejski;2022-01-01
30;08;04;2;Łęka Opatowska;gmina wiejska;2022-01-01
30;08;05;2;Perzów;gmina wiejska;2022-01-01
30;08;06;2;Rychtal;gmina wiejska;2022-01-01
30;08;07;2;Trzcinica;gmina wiejska;2022-01-01
30;09;;;kolski;powiat;2022-01-01
30;09;01;1;Koło;gmina miejska;2022-01-01
30;09;02;2;Babiak;gmina wiejska;2022-01-01
30;09;03;2;Chodów;gmina wiejska;2022-01-01
30;09;04;4;Dąbie;miasto;2022-01-01
30;09;04;5;Dąbie;obszar wiejski;2022-01-01
30;09;05;2;Grzegorzew;gmina wiejska;2022-01-01
30;09;06;4;Kłodawa;miasto;2022-01-01
30;09;06;5;Kłodawa;obszar wiejski;2022-01-01
30;09;07;2;Koło;gmina wiejska;2022-01-01
30;09;08;2;Kościelec;gmina wiejska;2022-01-01
30;09;09;2;Olszówka;gmina wiejska;2022-01-01
30;09;10;2;Osiek Mały;gmina wiejska;2022-01-01
30;09;11;4;Przedecz;miasto;2022-01-01
30;09;11;5;Przedecz;obszar wiejski;2022-01-01
30;10;;;koniński;powiat;2022-01-01
30;10;01;4;Golina;miasto;2022-01-01
30;10;01;5;Golina;obszar wiejski;2022-01-01
30;10;02;2;Grodziec;gmina wiejska;2022-01-01
30;10;03;2;Kazimierz Biskupi;gmina wiejska;2022-01-01
30;10;04;4;Kleczew;miasto;2022-01-01
30;10;04;5;Kleczew;obszar wiejski;2022-01-01
30;10;05;2;Kramsk;gmina wiejska;2022-01-01
30;10;06;2;Krzymów;gmina wiejska;2022-01-01
30;10;07;4;Rychwał;miasto;2022-01-01
30;10;07;5;Rychwał;obszar wiejski;2022-01-01
30;10;08;2;Rzgów;gmina wiejska;2022-01-01
30;10;09;2;Skulsk;gmina wiejska;2022-01-01
30;10;10;4;Sompolno;miasto;2022-01-01
30;10;10;5;Sompolno;obszar wiejski;2022-01-01
30;10;11;2;Stare Miasto;gmina wiejska;2022-01-01
30;10;12;4;Ślesin;miasto;2022-01-01
30;10;12;5;Ślesin;obszar wiejski;2022-01-01
30;10;13;2;Wierzbinek;gmina wiejska;2022-01-01
30;10;14;2;Wilczyn;gmina wiejska;2022-01-01
30;11;;;kościański;powiat;2022-01-01
30;11;01;1;Kościan;gmina miejska;2022-01-01
30;11;02;4;Czempiń;miasto;2022-01-01
30;11;02;5;Czempiń;obszar wiejski;2022-01-01
30;11;03;2;Kościan;gmina wiejska;2022-01-01
30;11;04;4;Krzywiń;miasto;2022-01-01
30;11;04;5;Krzywiń;obszar wiejski;2022-01-01
30;11;05;4;Śmigiel;miasto;2022-01-01
30;11;05;5;Śmigiel;obszar wiejski;2022-01-01
30;12;;;krotoszyński;powiat;2022-01-01
30;12;01;1;Sulmierzyce;gmina miejska;2022-01-01
30;12;02;4;Kobylin;miasto;2022-01-01
30;12;02;5;Kobylin;obszar wiejski;2022-01-01
30;12;03;4;Koźmin Wielkopolski;miasto;2022-01-01
30;12;03;5;Koźmin Wielkopolski;obszar wiejski;2022-01-01
30;12;04;4;Krotoszyn;miasto;2022-01-01
30;12;04;5;Krotoszyn;obszar wiejski;2022-01-01
30;12;05;2;Rozdrażew;gmina wiejska;2022-01-01
30;12;06;4;Zduny;miasto;2022-01-01
30;12;06;5;Zduny;obszar wiejski;2022-01-01
30;13;;;leszczyński;powiat;2022-01-01
30;13;01;2;Krzemieniewo;gmina wiejska;2022-01-01
30;13;02;2;Lipno;gmina wiejska;2022-01-01
30;13;03;4;Osieczna;miasto;2022-01-01
30;13;03;5;Osieczna;obszar wiejski;2022-01-01
30;13;04;4;Rydzyna;miasto;2022-01-01
30;13;04;5;Rydzyna;obszar wiejski;2022-01-01
30;13;05;2;Święciechowa;gmina wiejska;2022-01-01
30;13;06;2;Wijewo;gmina wiejska;2022-01-01
30;13;07;2;Włoszakowice;gmina wiejska;2022-01-01
30;14;;;międzychodzki;powiat;2022-01-01
30;14;01;2;Chrzypsko Wielkie;gmina wiejska;2022-01-01
30;14;02;2;Kwilcz;gmina wiejska;2022-01-01
30;14;03;4;Międzychód;miasto;2022-01-01
30;14;03;5;Międzychód;obszar wiejski;2022-01-01
30;14;04;4;Sieraków;miasto;2022-01-01
30;14;04;5;Sieraków;obszar wiejski;2022-01-01
30;15;;;nowotomyski;powiat;2022-01-01
30;15;01;2;Kuślin;gmina wiejska;2022-01-01
30;15;02;4;Lwówek;miasto;2022-01-01
30;15;02;5;Lwówek;obszar wiejski;2022-01-01
30;15;03;2;Miedzichowo;gmina wiejska;2022-01-01
30;15;04;4;Nowy Tomyśl;miasto;2022-01-01
30;15;04;5;Nowy Tomyśl;obszar wiejski;2022-01-01
30;15;05;4;Opalenica;miasto;2022-01-01
30;15;05;5;Opalenica;obszar wiejski;2022-01-01
30;15;06;4;Zbąszyń;miasto;2022-01-01
30;15;06;5;Zbąszyń;obszar wiejski;2022-01-01
30;16;;;obornicki;powiat;2022-01-01
30;16;01;4;Oborniki;miasto;2022-01-01
30;16;01;5;Oborniki;obszar wiejski;2022-01-01
30;16;02;4;Rogoźno;miasto;2022-01-01
30;16;02;5;Rogoźno;obszar wiejski;2022-01-01
30;16;03;2;Ryczywół;gmina wiejska;2022-01-01
30;17;;;ostrowski;powiat;2022-01-01
30;17;01;1;Ostrów Wielkopolski;gmina miejska;2022-01-01
30;17;02;4;Nowe Skalmierzyce;miasto;2022-01-01
30;17;02;5;Nowe Skalmierzyce;obszar wiejski;2022-01-01
30;17;03;4;Odolanów;miasto;2022-01-01
30;17;03;5;Odolanów;obszar wiejski;2022-01-01
30;17;04;2;Ostrów Wielkopolski;gmina wiejska;2022-01-01
30;17;05;2;Przygodzice;gmina wiejska;2022-01-01
30;17;06;4;Raszków;miasto;2022-01-01
30;17;06;5;Raszków;obszar wiejski;2022-01-01
30;17;07;2;Sieroszewice;gmina wiejska;2022-01-01
30;17;08;2;Sośnie;gmina wiejska;2022-01-01
30;18;;;ostrzeszowski;powiat;2022-01-01
30;18;01;2;Czajków;gmina wiejska;2022-01-01
30;18;02;2;Doruchów;gmina wiejska;2022-01-01
30;18;03;4;Grabów nad Prosną;miasto;2022-01-01
30;18;03;5;Grabów nad Prosną;obszar wiejski;2022-01-01
30;18;04;2;Kobyla Góra;gmina wiejska;2022-01-01
30;18;05;2;Kraszewice;gmina wiejska;2022-01-01
30;18;06;4;Mikstat;miasto;2022-01-01
30;18;06;5;Mikstat;obszar wiejski;2022-01-01
30;18;07;4;Ostrzeszów;miasto;2022-01-01
30;18;07;5;Ostrzeszów;obszar wiejski;2022-01-01
30;19;;;pilski;powiat;2022-01-01
30;19;01;1;Piła;gmina miejska;2022-01-01
30;19;02;2;Białośliwie;gmina wiejska;2022-01-01
30;19;03;4;Kaczory;miasto;2022-01-01
30;19;03;5;Kaczory;obszar wiejski;2022-01-01
30;19;04;4;Łobżenica;miasto;2022-01-01
30;19;04;5;Łobżenica;obszar wiejski;2022-01-01
30;19;05;2;Miasteczko Krajeńskie;gmina wiejska;2022-01-01
30;19;06;2;Szydłowo;gmina wiejska;2022-01-01
30;19;07;4;Ujście;miasto;2022-01-01
30;19;07;5;Ujście;obszar wiejski;2022-01-01
30;19;08;4;Wyrzysk;miasto;2022-01-01
30;19;08;5;Wyrzysk;obszar wiejski;2022-01-01
30;19;09;4;Wysoka;miasto;2022-01-01
30;19;09;5;Wysoka;obszar wiejski;2022-01-01
30;20;;;pleszewski;powiat;2022-01-01
30;20;01;4;Chocz;miasto;2022-01-01
30;20;01;5;Chocz;obszar wiejski;2022-01-01
30;20;02;2;Czermin;gmina wiejska;2022-01-01
30;20;03;4;Dobrzyca;miasto;2022-01-01
30;20;03;5;Dobrzyca;obszar wiejski;2022-01-01
30;20;04;2;Gizałki;gmina wiejska;2022-01-01
30;20;05;2;Gołuchów;gmina wiejska;2022-01-01
30;20;06;4;Pleszew;miasto;2022-01-01
30;20;06;5;Pleszew;obszar wiejski;2022-01-01
30;21;;;poznański;powiat;2022-01-01
30;21;01;1;Luboń;gmina miejska;2022-01-01
30;21;02;1;Puszczykowo;gmina miejska;2022-01-01
30;21;03;4;Buk;miasto;2022-01-01
30;21;03;5;Buk;obszar wiejski;2022-01-01
30;21;04;2;Czerwonak;gmina wiejska;2022-01-01
30;21;05;2;Dopiewo;gmina wiejska;2022-01-01
30;21;06;2;Kleszczewo;gmina wiejska;2022-01-01
30;21;07;2;Komorniki;gmina wiejska;2022-01-01
30;21;08;4;Kostrzyn;miasto;2022-01-01
30;21;08;5;Kostrzyn;obszar wiejski;2022-01-01
